rollout/,ep_len_mean,ep_rew_mean,exploration_rate,time/,episodes,fps,time_elapsed,total_timesteps,avg_fruit,avg_decayfruit,avg_enemyfruit,train/,learning_rate,loss,n_updates
,69.8,-13.4,0.134,,11904,92,3950,364488,,,,,0.0003,0.238,86121.0
,71.0,-12.2,0.134,,11908,92,3952,364840,,,,,0.0003,0.469,86209.0
,72.3,-12.2,0.132,,11912,92,3955,365297,,,,,0.0003,0.0321,86324.0
,75.2,-11.7,0.131,,11916,92,3957,365756,,,,,0.0003,0.283,86438.0
,74.8,-12.2,0.131,,11920,92,3959,365963,,,,,0.0003,0.613,86490.0
,77.2,-12.9,0.13,,11924,92,3961,366362,,,,,0.0003,0.503,86590.0
,73.8,-14.0,0.13,,11928,92,3963,366512,,,,,0.0003,0.501,86627.0
,75.0,-15.3,0.129,,11932,92,3964,366784,,,,,0.0003,0.993,86695.0
,75.9,-15.0,0.129,,11936,92,3966,366941,,,,,0.0003,1.9,86735.0
,74.3,-16.1,0.128,,11940,92,3968,367101,,,,,0.0003,0.48,86775.0
,74.3,-15.5,0.128,,11944,92,3969,367197,,,,,0.0003,0.526,86799.0
,75.6,-13.8,0.127,,11948,92,3971,367649,,,,,0.0003,2.9,86912.0
,77.6,-13.8,0.126,,11952,92,3974,368064,,,,,0.0003,0.634,87015.0
,77.1,-13.5,0.126,,11956,92,3975,368174,,,,,0.0003,0.0174,87043.0
,75.0,-15.0,0.125,,11960,92,3977,368356,,,,,0.0003,0.961,87088.0
,78.7,-14.4,0.124,,11964,92,3979,368899,,,,,0.0003,0.465,87224.0
,77.1,-14.4,0.123,,11968,92,3981,369259,,,,,0.0003,0.733,87314.0
,75.8,-15.6,0.122,,11972,92,3984,369600,0.0,0.0,1.0,,0.0003,0.444,87399.0
,79.3,-17.1,0.121,,11976,92,3987,370258,,,,,0.0003,0.0544,87564.0
,81.3,-17.1,0.12,,11980,92,3989,370638,,,,,0.0003,0.629,87659.0
,80.4,-18.3,0.119,,11984,92,3991,370885,,,,,0.0003,0.803,87721.0
,80.2,-18.3,0.118,,11988,92,3993,371272,,,,,0.0003,0.342,87817.0
,80.3,-18.3,0.117,,11992,93,3995,371625,,,,,0.0003,0.715,87906.0
,82.3,-17.1,0.116,,11996,93,3997,372047,,,,,0.0003,0.00933,88011.0
,80.7,-18.0,0.116,,12000,93,3999,372358,,,,,0.0003,0.277,88089.0
,82.2,-18.9,0.115,,12004,93,4001,372710,,,,,0.0003,0.0116,88177.0
,83.0,-19.8,0.114,,12008,93,4004,373135,,,,,0.0003,0.251,88283.0
,82.8,-18.3,0.113,,12012,93,4006,373579,,,,,0.0003,1.33,88394.0
,81.4,-18.9,0.112,,12016,93,4008,373900,,,,,0.0003,0.446,88474.0
,82.2,-18.6,0.111,,12020,93,4010,374182,,,,,0.0003,0.243,88545.0
,79.4,-17.7,0.111,,12024,93,4011,374302,,,,,0.0003,0.562,88575.0
,80.9,-17.1,0.11,,12028,93,4013,374599,,,,,0.0003,0.787,88649.0
,80.3,-16.8,0.11,,12032,93,4015,374811,,,,,0.0003,0.451,88702.0
,80.7,-17.1,0.109,,12036,93,4016,375010,,,,,0.0003,1.19,88752.0
,82.5,-16.2,0.109,,12040,93,4018,375355,,,,,0.0003,0.372,88838.0
,85.2,-15.4,0.108,,12044,93,4021,375713,,,,,0.0003,2.31,88928.0
,84.7,-16.8,0.107,,12048,93,4023,376122,,,,,0.0003,1.66,89030.0
,84.3,-16.2,0.106,,12052,93,4025,376498,,,,,0.0003,0.138,89124.0
,87.1,-15.7,0.105,,12056,93,4027,376884,,,,,0.0003,0.0418,89220.0
,86.9,-16.3,0.105,,12060,93,4029,377048,,,,,0.0003,0.497,89261.0
,86.1,-15.7,0.103,,12064,93,4031,377508,,,,,0.0003,0.632,89376.0
,84.1,-16.2,0.103,,12068,93,4033,377665,,,,,0.0003,0.763,89416.0
,84.0,-15.3,0.102,,12072,93,4035,377998,,,,,0.0003,0.925,89499.0
,81.7,-13.8,0.101,,12076,93,4037,378426,,,,,0.0003,0.926,89606.0
,80.8,-12.3,0.101,,12080,93,4039,378720,,,,,0.0003,1.62,89679.0
,82.7,-11.4,0.0995,,12084,93,4041,379151,,,,,0.0003,1.87,89787.0
,81.2,-11.1,0.099,,12088,93,4043,379387,,,,,0.0003,0.691,89846.0
,78.5,-11.7,0.0987,,12092,93,4044,379478,0.0,0.0,0.0,,0.0003,0.483,89869.0
,82.6,-12.9,0.0968,,12096,93,4048,380303,,,,,0.0003,0.47,90075.0
,82.6,-12.6,0.096,,12100,93,4050,380622,,,,,0.0003,0.504,90155.0
,84.9,-10.5,0.0947,,12104,94,4053,381198,,,,,0.0003,0.376,90299.0
,87.3,-9.37,0.0931,,12108,94,4056,381864,,,,,0.0003,0.988,90465.0
,93.5,-10.3,0.0905,,12112,94,4060,382934,,,,,0.0003,0.462,90733.0
,94.1,-10.0,0.0896,,12116,94,4062,383313,,,,,0.0003,0.704,90828.0
,93.4,-10.3,0.0891,,12120,94,4064,383525,,,,,0.0003,0.474,90881.0
,99.8,-11.3,0.0873,,12124,94,4067,384284,,,,,0.0003,0.00944,91070.0
,106.0,-11.1,0.0851,,12128,94,4071,385230,,,,,0.0003,0.469,91307.0
,110.0,-9.0,0.0836,,12132,94,4074,385838,,,,,0.0003,1.54,91459.0
,116.0,-8.76,0.0818,,12136,94,4077,386628,,,,,0.0003,0.479,91656.0
,116.0,-9.96,0.081,,12140,94,4079,386955,,,,,0.0003,0.0736,91738.0
,118.0,-9.08,0.0796,,12144,94,4082,387522,,,,,0.0003,0.46,91880.0
,117.0,-7.87,0.0789,,12148,94,4084,387847,,,,,0.0003,1.47,91961.0
,124.0,-6.74,0.0763,,12152,95,4089,388907,,,,,0.0003,1.61,92226.0
,123.0,-7.63,0.0757,,12156,95,4091,389179,,,,,0.0003,1.02,92294.0
,124.0,-7.04,0.0751,,12160,95,4092,389439,,,,,0.0003,0.701,92359.0
,124.0,-6.74,0.0739,,12164,95,4095,389927,1.0,0.0,0.0,,0.0003,0.499,92481.0
,127.0,-6.17,0.0728,,12168,95,4097,390414,,,,,0.0003,0.678,92603.0
,131.0,-4.11,0.0711,,12172,95,4101,391098,,,,,0.0003,0.68,92774.0
,133.0,-5.03,0.0695,,12176,95,4104,391775,,,,,0.0003,1.11,92943.0
,135.0,-7.45,0.0686,,12180,95,4106,392174,,,,,0.0003,0.00912,93043.0
,139.0,-8.09,0.0666,,12184,95,4110,393020,,,,,0.0003,0.517,93254.0
,140.0,-8.4,0.0657,,12188,95,4112,393374,,,,,0.0003,0.481,93343.0
,141.0,-8.41,0.0652,,12192,95,4114,393619,,,,,0.0003,1.18,93404.0
,141.0,-6.01,0.0634,,12196,95,4117,394358,,,,,0.0003,0.536,93589.0
,142.0,-6.32,0.0623,,12200,95,4120,394805,,,,,0.0003,1.66,93701.0
,141.0,-7.51,0.0612,,12204,95,4122,395295,,,,,0.0003,0.701,93823.0
,139.0,-9.29,0.06,,12208,95,4125,395783,,,,,0.0003,0.46,93945.0
,134.0,-7.14,0.0587,,12212,96,4127,396325,,,,,0.0003,0.576,94081.0
,136.0,-7.16,0.0573,,12216,96,4130,396926,,,,,0.0003,0.7,94231.0
,139.0,-7.79,0.056,,12220,96,4133,397457,,,,,0.0003,0.455,94364.0
,139.0,-6.89,0.0543,,12224,96,4136,398182,,,,,0.0003,0.464,94545.0
,136.0,-5.96,0.0527,,12228,96,4139,398861,,,,,0.0003,0.495,94715.0
,136.0,-8.06,0.0514,,12232,96,4142,399431,0.0,0.0,1.0,,0.0003,1.39,94857.0
,136.0,-7.46,0.05,,12236,96,4146,400191,,,,,0.0003,0.896,95047.0
,136.0,-5.96,0.05,,12240,96,4148,400554,,,,,0.0003,0.0368,95138.0
,135.0,-8.05,0.05,,12244,96,4150,401048,,,,,0.0003,0.706,95261.0
,144.0,-6.34,0.05,,12248,96,4155,402200,,,,,0.0003,0.468,95549.0
,136.0,-7.46,0.05,,12252,96,4157,402491,,,,,0.0003,0.238,95622.0
,137.0,-4.17,0.05,,12256,96,4159,402866,,,,,0.0003,0.0284,95716.0
,137.0,-3.27,0.05,,12260,96,4161,403139,,,,,0.0003,0.236,95784.0
,139.0,-1.49,0.05,,12264,96,4164,403798,,,,,0.0003,0.233,95949.0
,142.0,-2.12,0.05,,12268,97,4168,404626,,,,,0.0003,0.0148,96156.0
,141.0,-4.51,0.05,,12272,97,4171,405187,,,,,0.0003,1.86,96296.0
,136.0,-5.36,0.05,,12276,97,4172,405338,,,,,0.0003,0.249,96334.0
,139.0,-3.89,0.05,,12280,97,4175,406042,,,,,0.0003,1.18,96510.0
,136.0,-2.96,0.05,,12284,97,4178,406578,,,,,0.0003,0.915,96644.0
,135.0,-2.65,0.05,,12288,97,4180,406856,,,,,0.0003,0.446,96713.0
,145.0,-3.05,0.05,,12292,97,4185,408140,,,,,0.0003,0.772,97034.0
,143.0,-3.33,0.05,,12296,97,4187,408654,,,,,0.0003,0.232,97163.0
,142.0,-1.52,0.05,,12300,97,4189,408982,,,,,0.0003,0.943,97245.0
,140.0,-2.4,0.05,,12304,97,4192,409339,0.0,1.0,1.0,,0.0003,1.04,97334.0
,145.0,-1.55,0.05,,12308,97,4196,410307,,,,,0.0003,0.0948,97576.0
,146.0,-3.96,0.05,,12312,97,4198,410914,,,,,0.0003,0.0549,97728.0
,142.0,-3.62,0.05,,12316,97,4200,411168,,,,,0.0003,0.294,97791.0
,144.0,-1.24,0.05,,12320,97,4203,411822,,,,,0.0003,0.512,97955.0
,140.0,-2.7,0.05,,12324,97,4206,412146,,,,,0.0003,0.325,98036.0
,135.0,-1.15,0.05,,12328,98,4207,412391,,,,,0.0003,0.679,98097.0
,137.0,-1.17,0.05,,12332,98,4211,413158,,,,,0.0003,0.707,98289.0
,136.0,-2.06,0.05,,12336,98,4214,413743,,,,,0.0003,0.471,98435.0
,138.0,-3.58,0.05,,12340,98,4216,414307,,,,,0.0003,0.463,98576.0
,135.0,-3.55,0.05,,12344,98,4218,414517,,,,,0.0003,0.437,98629.0
,129.0,-6.19,0.05,,12348,98,4221,415104,,,,,0.0003,0.671,98775.0
,129.0,-6.49,0.05,,12352,98,4223,415402,,,,,0.0003,0.00687,98850.0
,132.0,-8.02,0.05,,12356,98,4226,416060,,,,,0.0003,1.85,99014.0
,142.0,-9.62,0.05,,12360,98,4231,417330,,,,,0.0003,0.54,99332.0
,140.0,-13.5,0.05,,12364,98,4234,417772,,,,,0.0003,0.317,99442.0
,135.0,-12.2,0.05,,12368,98,4236,418104,,,,,0.0003,1.64,99525.0
,142.0,-10.8,0.05,,12372,98,4241,419360,,,,,0.0003,1.24,99839.0
,144.0,-8.14,0.05,,12376,98,4243,419757,0.0,0.0,0.0,,0.0003,0.0054,99939.0
,144.0,-8.74,0.05,,12380,99,4246,420404,,,,,0.0003,0.899,100100.0
,145.0,-9.65,0.05,,12384,99,4249,421060,,,,,0.0003,0.18,100264.0
,155.0,-9.45,0.05,,12388,99,4254,422327,,,,,0.0003,0.235,100581.0
,149.0,-9.99,0.05,,12392,99,4257,423025,,,,,0.0003,0.251,100756.0
,154.0,-11.5,0.05,,12396,99,4262,424077,,,,,0.0003,0.00727,101019.0
,156.0,-12.8,0.05,,12400,99,4264,424593,,,,,0.0003,0.472,101148.0
,155.0,-12.4,0.05,,12404,99,4266,424836,,,,,0.0003,0.00532,101208.0
,152.0,-10.6,0.05,,12408,99,4269,425541,,,,,0.0003,0.464,101385.0
,156.0,-10.4,0.05,,12412,99,4274,426540,,,,,0.0003,0.457,101634.0
,158.0,-10.1,0.05,,12416,99,4276,426931,,,,,0.0003,0.475,101732.0
,159.0,-9.79,0.05,,12420,99,4279,427695,,,,,0.0003,0.243,101923.0
,162.0,-7.72,0.05,,12424,100,4282,428383,,,,,0.0003,0.462,102095.0
,170.0,-9.9,0.05,,12428,100,4287,429434,0.0,0.0,0.0,,0.0003,0.681,102358.0
,171.0,-9.61,0.05,,12432,100,4290,430224,,,,,0.0003,0.292,102555.0
,169.0,-8.09,0.05,,12436,100,4292,430638,,,,,0.0003,0.227,102659.0
,172.0,-6.32,0.05,,12440,100,4296,431541,,,,,0.0003,0.267,102885.0
,174.0,-6.34,0.05,,12444,100,4298,431898,,,,,0.0003,0.237,102974.0
,172.0,-5.12,0.05,,12448,100,4301,432291,,,,,0.0003,0.0827,103072.0
,173.0,-3.03,0.05,,12452,100,4303,432744,,,,,0.0003,0.466,103185.0
,175.0,-3.05,0.05,,12456,100,4307,433513,,,,,0.0003,0.633,103378.0
,166.0,-1.16,0.05,,12460,100,4309,433891,,,,,0.0003,0.0215,103472.0
,164.0,-0.237,0.05,,12464,100,4311,434137,,,,,0.0003,0.00654,103534.0
,166.0,-1.46,0.05,,12468,100,4314,434702,,,,,0.0003,1.09,103675.0
,165.0,-0.247,0.05,,12472,100,4318,435827,,,,,0.0003,0.477,103956.0
,171.0,-0.614,0.05,,12476,101,4322,436900,,,,,0.0003,0.00839,104224.0
,172.0,0.281,0.05,,12480,101,4326,437595,,,,,0.0003,0.568,104398.0
,168.0,1.22,0.05,,12484,101,4327,437822,,,,,0.0003,0.682,104455.0
,158.0,1.62,0.05,,12488,101,4330,438174,,,,,0.0003,0.459,104543.0
,159.0,4.31,0.05,,12492,101,4333,438926,,,,,0.0003,0.476,104731.0
,157.0,5.23,0.05,,12496,101,4337,439764,0.0,0.0,0.0,,0.0003,0.681,104940.0
,156.0,4.94,0.05,,12500,101,4339,440214,,,,,0.0003,0.465,105053.0
,166.0,4.84,0.05,,12504,101,4344,441476,,,,,0.0003,0.932,105368.0
,164.0,7.56,0.05,,12508,101,4346,441946,,,,,0.0003,0.223,105486.0
,168.0,7.22,0.05,,12512,101,4352,443335,,,,,0.0003,0.668,105833.0
,166.0,6.34,0.05,,12516,101,4353,443539,,,,,0.0003,0.471,105884.0
,162.0,4.28,0.05,,12520,101,4355,443853,,,,,0.0003,0.696,105963.0
,157.0,1.93,0.05,,12524,101,4357,444046,,,,,0.0003,0.234,106011.0
,152.0,3.78,0.05,,12528,101,4359,444642,,,,,0.0003,0.0888,106160.0
,150.0,8.0,0.05,,12532,102,4362,445203,,,,,0.0003,0.458,106300.0
,155.0,6.45,0.05,,12536,102,4366,446184,,,,,0.0003,0.444,106545.0
,153.0,5.27,0.05,,12540,102,4369,446818,,,,,0.0003,0.46,106704.0
,157.0,5.23,0.05,,12544,102,4373,447601,,,,,0.0003,0.224,106900.0
,159.0,4.91,0.05,,12548,102,4376,448202,,,,,0.0003,0.00918,107050.0
,167.0,3.93,0.05,,12552,102,4381,449440,,,,,0.0003,0.662,107359.0
,162.0,4.28,0.05,,12556,102,4383,449737,,,,,0.0003,1.46,107434.0
,160.0,2.8,0.05,,12560,102,4384,449923,0.0,0.0,0.0,,0.0003,0.229,107480.0
,162.0,2.48,0.05,,12564,102,4387,450357,,,,,0.0003,0.46,107589.0
,168.0,1.82,0.05,,12568,102,4391,451465,,,,,0.0003,0.448,107866.0
,165.0,-0.546,0.05,,12572,102,4394,452284,,,,,0.0003,0.229,108070.0
,163.0,-1.43,0.05,,12576,103,4398,453180,,,,,0.0003,0.00498,108294.0
,160.0,-1.4,0.05,,12580,103,4400,453549,,,,,0.0003,1.3,108387.0
,165.0,-2.05,0.05,,12584,103,4404,454295,,,,,0.0003,0.23,108573.0
,163.0,-3.23,0.05,,12588,103,4405,454468,,,,,0.0003,0.797,108616.0
,161.0,-4.71,0.05,,12592,103,4408,455035,,,,,0.0003,0.00716,108758.0
,155.0,-5.85,0.05,,12596,103,4410,455237,,,,,0.0003,0.23,108809.0
,157.0,-4.67,0.05,,12600,103,4413,455876,,,,,0.0003,0.464,108968.0
,147.0,-5.17,0.05,,12604,103,4415,456218,,,,,0.0003,0.459,109054.0
,148.0,-10.3,0.05,,12608,103,4418,456796,,,,,0.0003,0.698,109198.0
,145.0,-9.95,0.05,,12612,103,4422,457880,,,,,0.0003,0.666,109469.0
,149.0,-10.3,0.05,,12616,103,4425,458405,,,,,0.0003,0.471,109601.0
,150.0,-9.4,0.05,,12620,103,4427,458882,,,,,0.0003,0.0383,109720.0
,153.0,-6.73,0.05,,12624,103,4430,459393,1.0,0.0,0.0,,0.0003,0.438,109848.0
,157.0,-8.87,0.05,,12628,103,4434,460347,,,,,0.0003,0.39,110086.0
,166.0,-14.1,0.05,,12632,103,4440,461787,,,,,0.0003,0.654,110446.0
,165.0,-7.75,0.05,,12636,104,4444,462709,,,,,0.0003,0.23,110677.0
,165.0,-5.65,0.05,,12640,104,4447,463306,,,,,0.0003,0.00563,110826.0
,164.0,-5.04,0.05,,12644,104,4450,464017,,,,,0.0003,0.678,111004.0
,164.0,-6.24,0.05,,12648,104,4453,464620,,,,,0.0003,0.00579,111154.0
,159.0,-7.99,0.05,,12652,104,4456,465339,,,,,0.0003,0.666,111334.0
,161.0,-9.51,0.05,,12656,104,4459,465844,,,,,0.0003,0.227,111460.0
,161.0,-9.51,0.05,,12660,104,4460,466016,,,,,0.0003,0.24,111503.0
,160.0,-8.3,0.05,,12664,104,4462,466382,,,,,0.0003,0.232,111595.0
,161.0,-7.41,0.05,,12668,104,4467,467580,,,,,0.0003,0.216,111894.0
,155.0,-7.65,0.05,,12672,104,4469,467822,,,,,0.0003,0.698,111955.0
,148.0,-8.18,0.05,,12676,104,4470,467952,,,,,0.0003,0.00443,111987.0
,150.0,-8.2,0.05,,12680,104,4473,468533,,,,,0.0003,0.229,112133.0
,147.0,-8.47,0.05,,12684,104,4475,469007,,,,,0.0003,0.822,112251.0
,150.0,-7.9,0.05,,12688,104,4478,469459,,,,,0.0003,0.373,112364.0
,148.0,-6.68,0.05,,12692,104,4480,469835,0.0,0.0,0.0,,0.0003,0.457,112458.0
,153.0,-6.73,0.05,,12696,104,4483,470561,,,,,0.0003,0.457,112640.0
,148.0,-7.88,0.05,,12700,104,4485,470677,,,,,0.0003,0.00539,112669.0
,151.0,-7.31,0.05,,12704,105,4488,471296,,,,,0.0003,0.235,112823.0
,160.0,-5.3,0.05,,12708,105,4493,472774,,,,,0.0003,0.688,113193.0
,154.0,-5.54,0.05,,12712,105,4496,473295,,,,,0.0003,0.467,113323.0
,154.0,-5.54,0.05,,12716,105,4499,473840,,,,,0.0003,0.937,113459.0
,154.0,-6.44,0.05,,12720,105,4501,474239,,,,,0.0003,1.4,113559.0
,157.0,-5.87,0.05,,12724,105,4505,475090,,,,,0.0003,0.814,113772.0
,152.0,-4.32,0.05,,12728,105,4507,475542,,,,,0.0003,0.683,113885.0
,145.0,-2.75,0.05,,12732,105,4511,476267,,,,,0.0003,0.668,114066.0
,138.0,-8.38,0.05,,12736,105,4513,476512,,,,,0.0003,0.45,114127.0
,140.0,-10.2,0.05,,12740,105,4516,477352,,,,,0.0003,0.683,114337.0
,139.0,-11.1,0.05,,12744,105,4519,477920,,,,,0.0003,0.916,114479.0
,139.0,-9.59,0.05,,12748,105,4522,478507,,,,,0.0003,0.471,114626.0
,139.0,-9.29,0.05,,12752,105,4525,479280,,,,,0.0003,0.43,114819.0
,137.0,-9.87,0.05,,12756,105,4527,479533,0.0,0.0,0.0,,0.0003,0.228,114883.0
,145.0,-8.45,0.05,,12760,106,4531,480491,,,,,0.0003,0.264,115122.0
,148.0,-9.08,0.05,,12764,106,4534,481182,,,,,0.0003,0.0439,115295.0
,146.0,-7.26,0.05,,12768,106,4538,482148,,,,,0.0003,0.224,115536.0
,148.0,-5.18,0.05,,12772,106,4540,482616,,,,,0.0003,0.86,115653.0
,154.0,-5.24,0.05,,12776,106,4544,483315,,,,,0.0003,1.39,115828.0
,153.0,-4.63,0.05,,12780,106,4546,483845,,,,,0.0003,0.00375,115961.0
,159.0,-4.69,0.05,,12784,106,4551,484884,,,,,0.0003,0.462,116220.0
,157.0,-4.97,0.05,,12788,106,4552,485111,,,,,0.0003,0.238,116277.0
,159.0,-5.59,0.05,,12792,106,4555,485710,,,,,0.0003,0.806,116427.0
,156.0,-4.06,0.05,,12796,106,4558,486132,,,,,0.0003,0.937,116532.0
,156.0,-4.36,0.05,,12800,106,4559,486293,,,,,0.0003,0.00312,116573.0
,158.0,-2.28,0.05,,12804,106,4563,487130,,,,,0.0003,0.0108,116782.0
,152.0,-3.12,0.05,,12808,106,4567,487982,,,,,0.0003,0.00579,116995.0
,153.0,-2.53,0.05,,12812,106,4569,488555,,,,,0.0003,0.21,117138.0
,156.0,-1.96,0.05,,12816,107,4573,489423,0.0,0.0,0.0,,0.0003,0.00388,117355.0
,162.0,0.981,0.05,,12820,107,4577,490432,,,,,0.0003,0.461,117607.0
,160.0,-0.798,0.05,,12824,107,4580,491068,,,,,0.0003,0.67,117766.0
,159.0,-2.59,0.05,,12828,107,4582,491399,,,,,0.0003,0.463,117849.0
,157.0,-2.87,0.05,,12832,107,4585,492011,,,,,0.0003,0.448,118002.0
,164.0,-2.04,0.05,,12836,107,4589,492873,,,,,0.0003,0.696,118218.0
,160.0,-1.7,0.05,,12840,107,4592,493376,,,,,0.0003,0.00366,118343.0
,157.0,-1.67,0.05,,12844,107,4593,493669,,,,,0.0003,0.225,118417.0
,157.0,-1.07,0.05,,12848,107,4596,494246,,,,,0.0003,0.758,118561.0
,161.0,1.89,0.05,,12852,107,4601,495411,,,,,0.0003,0.644,118852.0
,170.0,4.5,0.05,,12856,107,4606,496542,,,,,0.0003,1.41,119135.0
,167.0,5.13,0.05,,12860,107,4609,497184,,,,,0.0003,0.363,119295.0
,167.0,5.13,0.05,,12864,107,4612,497889,,,,,0.0003,0.445,119472.0
,162.0,2.78,0.05,,12868,107,4614,498347,,,,,0.0003,0.221,119586.0
,168.0,0.0187,0.05,,12872,108,4619,499429,,,,,0.0003,0.932,119857.0
,165.0,-0.249,0.05,,12876,108,4621,499805,0.0,0.0,0.0,,0.0003,0.452,119951.0
,166.0,-2.06,0.05,,12880,108,4624,500464,,,,,0.0003,0.235,120115.0
,171.0,-0.612,0.05,,12884,108,4630,502000,,,,,0.0003,0.676,120499.0
,170.0,-0.605,0.05,,12888,108,4631,502159,,,,,0.0003,0.00499,120539.0
,172.0,-0.623,0.05,,12892,108,4635,502935,,,,,0.0003,0.233,120733.0
,173.0,-2.13,0.05,,12896,108,4637,503407,,,,,0.0003,0.437,120851.0
,180.0,0.502,0.05,,12900,108,4641,504272,,,,,0.0003,0.463,121067.0
,174.0,-1.54,0.05,,12904,108,4643,504495,,,,,0.0003,0.00458,121123.0
,170.0,-1.5,0.05,,12908,108,4645,504973,,,,,0.0003,0.0135,121243.0
,168.0,-2.68,0.05,,12912,108,4648,505341,,,,,0.0003,0.026,121335.0
,164.0,-2.34,0.05,,12916,108,4650,505789,,,,,0.0003,0.494,121447.0
,157.0,-3.77,0.05,,12920,108,4652,506180,,,,,0.0003,0.246,121544.0
,155.0,-4.65,0.05,,12924,108,4655,506582,,,,,0.0003,0.00377,121645.0
,154.0,-3.74,0.05,,12928,108,4656,506804,,,,,0.0003,0.00374,121700.0
,154.0,-4.04,0.05,,12932,108,4659,507407,,,,,0.0003,0.234,121851.0
,153.0,-4.93,0.05,,12936,108,4663,508209,,,,,0.0003,0.201,122052.0
,154.0,-4.64,0.05,,12940,109,4666,508818,,,,,0.0003,0.241,122204.0
,156.0,-3.76,0.05,,12944,109,4668,509232,,,,,0.0003,0.0141,122307.0
,156.0,-4.66,0.05,,12948,109,4671,509882,1.0,0.0,1.0,,0.0003,0.00289,122470.0
,146.0,-6.96,0.05,,12952,109,4673,510045,,,,,0.0003,0.225,122511.0
,144.0,-9.34,0.05,,12956,109,4676,510906,,,,,0.0003,0.237,122726.0
,142.0,-11.1,0.05,,12960,109,4679,511405,,,,,0.0003,0.00552,122851.0
,138.0,-11.1,0.05,,12964,109,4682,511680,,,,,0.0003,0.529,122919.0
,139.0,-9.89,0.05,,12968,109,4684,512242,,,,,0.0003,0.436,123060.0
,132.0,-9.52,0.05,,12972,109,4687,512669,,,,,0.0003,0.701,123167.0
,133.0,-9.83,0.05,,12976,109,4689,513080,,,,,0.0003,1.16,123269.0
,134.0,-7.44,0.05,,12980,109,4692,513822,,,,,0.0003,0.791,123455.0
,127.0,-9.17,0.05,,12984,109,4696,514697,,,,,0.0003,1.37,123674.0
,131.0,-8.61,0.05,,12988,109,4699,515228,,,,,0.0003,0.865,123806.0
,125.0,-9.75,0.05,,12992,109,4701,515427,,,,,0.0003,0.453,123856.0
,127.0,-8.87,0.05,,12996,109,4704,516060,,,,,0.0003,0.443,124014.0
,123.0,-10.0,0.05,,13000,109,4706,516600,,,,,0.0003,0.428,124149.0
,124.0,-10.0,0.05,,13004,109,4708,516885,,,,,0.0003,0.00837,124221.0
,131.0,-11.0,0.05,,13008,109,4713,518062,,,,,0.0003,0.416,124515.0
,139.0,-8.09,0.05,,13012,110,4718,519219,,,,,0.0003,0.219,124804.0
,141.0,-7.21,0.05,,13016,110,4721,519856,0.0,0.0,0.0,,0.0003,0.236,124963.0
,149.0,-8.79,0.05,,13020,110,4726,521104,,,,,0.0003,0.457,125275.0
,156.0,-8.86,0.05,,13024,110,4730,522210,,,,,0.0003,0.236,125552.0
,157.0,-9.17,0.05,,13028,110,4732,522488,,,,,0.0003,0.00502,125621.0
,155.0,-9.75,0.05,,13032,110,4735,522903,,,,,0.0003,0.0158,125725.0
,155.0,-10.0,0.05,,13036,110,4738,523676,,,,,0.0003,0.00407,125918.0
,155.0,-10.4,0.05,,13040,110,4741,524352,,,,,0.0003,0.461,126087.0
,156.0,-10.7,0.05,,13044,110,4744,524797,,,,,0.0003,1.39,126199.0
,154.0,-11.8,0.05,,13048,110,4746,525287,,,,,0.0003,0.233,126321.0
,158.0,-9.78,0.05,,13052,110,4749,525878,,,,,0.0003,0.221,126469.0
,154.0,-9.74,0.05,,13056,110,4752,526329,,,,,0.0003,0.00382,126582.0
,151.0,-10.0,0.05,,13060,110,4753,526540,,,,,0.0003,0.00381,126634.0
,154.0,-9.14,0.05,,13064,110,4756,527036,,,,,0.0003,0.457,126758.0
,154.0,-9.74,0.05,,13068,110,4759,527689,,,,,0.0003,0.24,126922.0
,157.0,-8.27,0.05,,13072,110,4762,528335,,,,,0.0003,0.214,127083.0
,156.0,-8.26,0.05,,13076,110,4764,528688,,,,,0.0003,2.33,127171.0
,154.0,-9.14,0.05,,13080,111,4767,529244,,,,,0.0003,0.00481,127310.0
,147.0,-8.77,0.05,,13084,111,4768,529373,,,,,0.0003,0.227,127343.0
,147.0,-8.17,0.05,,13088,111,4771,529899,0.0,0.0,1.0,,0.0003,0.234,127474.0
,146.0,-8.46,0.05,,13092,111,4773,530075,,,,,0.0003,0.914,127518.0
,145.0,-9.65,0.05,,13096,111,4775,530540,,,,,0.0003,0.903,127634.0
,143.0,-11.1,0.05,,13100,111,4778,530943,,,,,0.0003,0.297,127735.0
,147.0,-9.07,0.05,,13104,111,4781,531617,,,,,0.0003,0.233,127904.0
,138.0,-7.48,0.05,,13108,111,4783,531903,,,,,0.0003,1.14,127975.0
,131.0,-8.91,0.05,,13112,111,4785,532278,,,,,0.0003,0.119,128069.0
,138.0,-9.58,0.05,,13116,111,4790,533675,,,,,0.0003,0.67,128418.0
,131.0,-9.21,0.05,,13120,111,4793,534188,,,,,0.0003,0.228,128546.0
,122.0,-8.82,0.05,,13124,111,4795,534392,,,,,0.0003,1.55,128597.0
,123.0,-9.43,0.05,,13128,111,4797,534776,,,,,0.0003,0.667,128693.0
,125.0,-7.35,0.05,,13132,111,4800,535432,,,,,0.0003,0.509,128857.0
,120.0,-6.4,0.05,,13136,111,4802,535719,,,,,0.0003,0.00661,128929.0
,124.0,-6.14,0.05,,13140,111,4806,536749,,,,,0.0003,0.796,129187.0
,121.0,-6.71,0.05,,13144,111,4807,536865,,,,,0.0003,0.581,129216.0
